113,83,26,16,105,128,8,86,14,53,0
48,68,2,106,85,17,7,70,30,104,0
54,13,129,53,62,126,22,97,41,26,1
74,53,8,104,14,35,84,114,71,1,1
33,42,99,62,6,13,44,83,64,53,0
41,45,47,50,39,129,30,2,44,37,1
26,8,99,39,75,71,44,54,108,88,1
56,4,73,48,102,44,34,126,94,95,1
109,26,95,34,60,40,1,75,64,23,1
62,126,54,31,42,63,8,37,104,26,0
106,57,11,84,64,22,104,54,35,47,1
109,21,104,87,28,42,35,53,25,123,1
14,26,62,73,63,30,54,44,135,113,1
14,136,26,35,84,83,7,99,6,22,1
14,8,75,11,30,86,27,46,99,41,1
74,35,13,2,62,17,37,114,99,20,0
23,14,44,107,50,21,71,1,123,15,1
20,56,113,31,28,25,18,64,119,35,0
109,75,14,68,32,71,25,93,41,19,1
35,86,6,114,97,22,1,47,65,40,1
47,41,104,71,94,55,10,7,44,35,1
74,104,53,5,93,64,95,23,136,119,1
96,121,94,20,93,79,119,10,35,88,1
1,5,71,39,2,85,25,48,88,26,0
2,95,67,83,53,91,44,93,54,63,0
10,46,20,97,75,26,8,72,104,45,0
99,12,87,22,119,98,47,30,18,123,1
119,8,35,96,14,1,123,39,4,36,1
106,107,42,93,30,14,64,48,15,53,0
8,15,5,13,71,67,64,57,28,21,1
23,100,137,8,75,35,48,5,104,105,0
35,9,21,96,14,71,106,30,99,97,1
67,129,22,25,71,39,6,70,84,50,0
54,72,14,2,136,129,26,44,22,123,0
49,54,5,16,94,19,99,86,14,63,0
75,2,83,6,36,109,22,26,102,136,0
46,14,93,87,35,74,44,30,104,86,0
41,111,35,44,85,72,14,7,47,8,0
76,105,1,110,36,14,126,109,123,54,0
44,94,9,25,62,63,48,104,71,84,0
14,21,54,40,35,67,71,123,83,20,1
28,48,35,85,27,84,8,74,58,23,0
123,90,98,6,8,112,9,95,2,27,1
121,12,62,93,7,14,8,61,44,53,0
56,35,7,121,14,69,41,8,70,29,1
50,43,15,84,8,61,123,71,21,41,1
68,27,97,13,44,109,1,49,113,62,1
27,93,88,48,14,16,106,119,20,42,0
121,84,49,106,6,37,8,54,95,112,0
10,100,27,98,72,5,1,99,74,40,1
79,44,16,129,25,19,13,48,88,14,1
56,14,20,88,71,37,35,123,12,16,0
30,53,98,89,28,84,21,94,1,5,0
88,32,6,49,84,11,45,36,85,93,0
136,43,93,123,44,35,51,96,11,101,1
101,1,54,27,26,39,44,47,2,14,0
74,53,32,104,67,113,68,99,26,21,1
121,54,42,88,72,76,7,67,28,109,0
5,93,43,28,11,114,51,63,104,14,0
3,52,21,93,60,36,129,14,91,94,1
14,123,136,63,56,6,25,15,68,64,0
44,104,79,39,35,13,75,1,82,83,0
44,20,17,102,30,79,94,62,42,109,1
30,98,54,47,79,123,69,109,49,14,0
8,42,27,76,86,48,79,62,64,102,0
49,76,5,41,27,29,23,52,59,47,1
114,112,104,70,50,11,10,109,100,87,1
37,10,70,7,78,98,71,54,136,110,1
74,75,93,26,123,111,76,38,30,59,0
16,36,123,56,54,59,6,37,71,112,0
74,2,15,14,85,82,22,11,35,25,0
44,64,37,41,25,6,107,119,62,75,0
17,71,48,99,123,41,11,49,14,62,0
53,98,30,44,96,13,121,56,10,129,0
20,11,25,71,36,81,93,14,22,101,0
54,50,48,46,101,22,87,16,93,71,1
126,14,28,50,112,6,20,30,74,37,0
14,5,95,86,11,21,34,19,70,37,0
80,11,74,77,5,20,6,21,62,88,1
44,14,88,26,11,2,1,75,22,5,1
33,28,30,128,41,68,84,74,129,119,0
112,111,63,22,60,32,50,57,76,7,1
86,49,10,135,37,104,1,74,112,26,0
62,30,28,87,21,112,90,102,29,95,0
69,70,36,28,62,3,2,47,44,31,1
20,15,21,19,4,86,39,72,2,63,0
93,22,14,84,54,129,27,30,36,6,1
58,123,2,1,26,69,50,10,11,74,0
40,4,73,67,16,36,120,86,28,20,1
48,109,105,106,49,25,123,98,18,53,0
23,136,35,14,41,22,39,42,87,6,0
44,123,121,5,129,136,97,86,63,88,0
128,48,20,2,91,71,100,5,19,1,0
4,123,7,30,95,8,111,121,99,22,1
27,74,123,54,57,42,26,44,39,137,0
71,1,49,21,121,9,82,30,75,104,1
6,84,30,53,17,21,123,75,2,12,1
135,48,47,86,6,27,2,62,129,55,0
50,35,43,74,60,14,32,85,48,49,1
35,105,93,63,53,26,86,71,44,109,0
46,111,26,44,28,21,6,83,100,85,0
76,81,1,84,75,119,9,63,105,70,0
41,106,137,75,69,59,14,50,107,1,1
64,123,60,41,39,14,104,48,31,35,0
111,17,72,9,137,64,44,2,53,36,0
112,76,94,33,84,71,136,105,48,26,1
109,70,26,129,14,104,25,8,20,74,0
129,21,74,40,44,106,97,64,26,18,0
27,93,75,104,5,22,8,21,86,54,1
21,49,98,105,56,39,108,111,4,107,0
100,2,93,9,126,114,63,85,65,7,0
2,109,47,11,14,69,17,35,101,93,0
54,20,120,21,126,137,86,123,44,98,1
27,43,135,13,71,137,44,68,129,46,0
109,49,26,36,14,22,55,94,47,64,1
112,44,42,73,40,63,123,13,48,86,1
5,31,45,11,76,30,70,68,69,54,1
41,84,2,99,101,29,13,42,78,35,0
57,21,1,80,87,99,26,67,14,76,0
101,44,14,86,71,22,104,35,25,45,0
11,44,136,65,62,26,93,78,128,56,0
14,30,6,62,86,71,2,111,81,121,0
128,23,94,13,20,54,85,27,113,97,0
2,105,109,49,12,6,129,86,52,30,1
21,39,37,54,100,17,8,84,102,123,0
123,68,21,14,105,47,16,110,99,36,1
75,6,100,30,22,36,19,60,8,26,0
54,35,75,70,7,27,13,88,21,32,0
108,37,49,56,14,76,47,27,53,44,1
49,23,93,87,22,88,9,25,94,16,0
89,129,104,37,74,35,63,97,19,68,1
44,43,37,49,77,76,28,79,10,20,1
43,14,54,60,39,135,84,17,97,120,0
27,15,73,64,41,72,48,1,65,56,0
74,129,30,70,105,35,123,111,75,28,1
95,30,81,76,58,74,71,6,19,34,1
64,44,36,26,102,96,8,20,73,82,0
126,74,51,14,80,25,63,84,105,36,1
119,39,20,67,135,84,54,81,5,1,1
138,19,7,26,123,85,62,6,128,99,1
28,80,70,111,135,10,2,53,86,11,1
75,32,92,106,31,88,14,105,68,9,1
85,119,84,95,74,68,113,25,8,93,0
84,49,76,93,26,30,70,8,5,10,1
60,35,64,109,54,85,95,49,123,23,1
1,102,86,36,129,93,14,47,26,123,1
7,67,35,60,50,28,97,42,26,22,0
49,88,76,22,41,67,120,75,40,47,0
57,7,100,26,70,110,68,64,93,74,1
64,85,67,35,111,87,76,30,51,47,0
102,119,53,123,26,100,36,27,12,6,1
59,39,6,71,10,50,46,7,62,13,1
32,26,25,95,97,104,62,44,17,84,0
96,20,54,9,106,45,12,136,109,107,0
43,120,25,9,123,52,101,94,85,28,0
94,49,29,22,45,35,16,12,27,31,1
35,83,2,48,123,56,18,85,21,26,0
9,135,76,26,67,35,50,27,47,95,0
64,13,23,22,93,44,49,123,92,21,1
28,18,66,39,27,75,16,64,14,54,0
41,14,53,129,103,98,26,8,6,17,0
94,108,32,27,40,123,49,71,114,95,1
100,108,44,19,20,49,63,64,14,93,0
8,107,106,27,53,75,13,72,98,101,0
20,84,36,62,63,25,11,93,82,22,0
67,88,30,53,112,33,44,46,47,74,0
13,69,6,20,121,1,35,42,14,22,0
85,20,79,2,32,42,30,35,36,21,1
27,38,41,136,75,26,58,89,69,123,1
120,44,22,27,8,58,6,38,84,79,1
75,15,2,50,26,14,63,36,44,11,0
27,102,39,8,97,71,40,74,44,123,0
41,13,135,58,20,23,82,27,31,102,1
26,69,13,44,68,72,93,39,71,29,0
50,67,104,59,71,76,123,44,97,75,0
5,42,70,14,26,114,40,57,113,25,1
16,48,62,39,123,87,22,42,59,54,1
53,69,62,93,105,92,123,44,135,26,0
27,21,2,99,95,62,45,47,48,85,0
84,27,53,93,63,57,33,56,88,35,1
62,2,35,6,26,31,101,36,98,41,1
26,54,121,15,56,33,44,41,19,31,0
23,35,59,30,19,63,69,44,101,83,1
26,59,18,97,19,88,95,45,52,2,1
28,76,123,51,57,50,14,113,48,2,0
54,14,63,11,10,22,13,123,41,35,0
49,3,76,14,109,44,97,29,22,96,1
96,41,35,20,28,64,4,101,27,79,0
13,44,120,7,30,119,25,17,123,59,1
29,70,72,104,14,12,126,112,41,111,1
120,86,51,30,105,88,14,81,74,107,1
30,67,3,21,137,48,123,79,28,128,0
6,53,129,88,136,68,16,10,26,35,0
104,42,105,5,54,71,43,2,30,11,0
96,22,101,8,48,21,95,67,112,17,0
112,76,71,1,26,57,123,59,41,64,0
70,85,95,84,44,8,52,72,71,14,0
68,101,2,104,44,49,13,14,18,21,0
88,2,101,114,6,14,99,68,58,44,0
7,135,98,44,30,86,69,71,35,54,1
37,21,106,71,87,15,56,49,99,25,0
136,14,104,60,22,137,57,52,78,10,1
84,14,74,75,56,62,65,67,71,36,0
47,104,93,26,9,35,6,84,18,114,1
105,68,97,101,42,86,94,21,88,135,1
104,59,68,27,48,137,47,26,54,109,0
62,5,41,102,74,123,14,40,44,126,1
5,71,8,22,99,28,74,37,70,31,0
11,76,34,113,1,62,91,44,14,45,0
104,21,13,51,42,97,54,27,62,35,1
129,50,28,128,93,119,47,54,53,62,0
2,25,121,101,64,57,86,37,45,67,1
52,6,84,37,2,93,138,119,69,76,0
93,20,99,90,35,8,126,83,86,57,1
47,70,121,40,36,87,8,9,120,129,0
64,2,86,30,42,104,79,40,10,26,0
14,123,96,44,39,21,49,43,64,85,1
13,98,9,64,1,30,85,126,57,54,0
107,21,22,84,34,35,16,99,67,33,1
104,26,54,64,35,63,25,121,37,85,1
31,68,44,104,11,14,30,93,47,86,0
61,50,109,8,107,86,84,20,114,75,0
43,46,22,27,56,14,123,40,28,101,0
74,30,4,23,26,135,67,126,71,84,1
104,30,1,102,62,2,35,88,68,44,0
50,97,14,54,19,1,74,41,31,84,1
21,60,79,15,98,26,25,57,58,1,1
27,8,35,87,42,64,9,41,50,104,0
87,102,6,110,108,30,59,27,8,57,1
86,41,74,26,32,35,80,114,48,67,1
96,21,104,5,62,14,35,68,32,88,1
35,135,65,61,80,99,85,95,30,49,1
54,47,84,129,27,40,49,59,44,62,0
2,35,20,26,49,8,6,22,31,37,1
8,29,47,26,31,6,64,22,14,42,0
17,62,68,26,8,30,14,11,21,123,0
53,45,137,6,39,31,54,2,56,84,1
13,27,54,58,98,21,25,49,36,95,1
128,53,70,109,19,68,123,60,25,8,1
129,70,26,27,22,8,31,61,88,63,0
25,40,114,119,96,86,14,104,48,59,1
105,70,31,42,106,64,67,39,30,7,1
26,1,109,2,25,54,129,21,74,22,0
1,86,53,17,105,20,54,71,29,35,0
14,30,42,25,56,44,70,31,87,41,1
84,41,86,45,97,59,71,64,30,19,1
5,14,126,37,59,100,77,41,30,6,0
109,4,65,59,13,27,25,54,129,26,0
121,75,15,63,36,138,5,62,1,84,0
37,113,99,19,55,59,18,112,35,129,0
88,102,14,86,50,126,6,40,36,28,1
71,41,121,75,62,91,13,30,44,18,1
75,26,8,76,45,36,40,119,74,44,0
61,9,14,1,54,58,73,23,105,18,1
1,36,8,39,71,53,102,74,26,93,1
109,60,14,64,44,56,71,63,102,74,1
44,112,138,33,15,64,102,42,36,62,1
31,54,111,88,60,21,48,25,14,19,1
50,76,123,72,27,17,2,6,61,14,0
105,5,41,76,72,111,136,21,14,8,1
74,104,111,8,5,1,39,2,35,27,1
40,93,112,64,22,35,111,129,30,114,0
137,97,82,86,70,109,83,96,28,54,1
26,11,44,81,29,93,104,5,58,30,1
42,1,22,128,26,62,99,13,70,31,1
63,112,84,138,51,87,99,69,6,70,0
57,112,76,102,1,37,110,26,44,74,1
93,94,15,84,40,104,39,44,48,30,1
69,36,14,51,70,71,22,18,105,84,0
16,27,8,22,36,25,33,19,44,20,1
67,76,2,109,22,59,129,53,123,41,0
14,58,8,11,30,96,12,71,105,44,0
59,13,73,19,111,85,10,6,15,7,0
13,111,129,128,6,71,11,43,64,2,0
14,64,41,57,74,35,22,85,100,93,0
54,45,49,9,30,7,47,3,25,6,0
110,96,114,84,50,129,20,57,47,56,1
82,40,83,67,28,19,49,75,86,95,1
1,40,76,57,31,64,126,72,84,15,0
64,35,104,114,123,36,91,98,54,71,1
4,90,67,103,5,3,30,93,14,19,1
34,28,42,47,100,35,49,84,3,31,0
123,54,49,64,13,45,56,79,52,5,1
11,86,22,26,56,138,137,41,39,87,1
13,46,82,63,79,11,73,41,43,64,0
26,30,11,123,84,86,14,74,95,71,0
2,48,123,1,21,86,104,84,93,98,0
91,36,62,43,67,14,35,105,47,93,1
13,35,52,5,73,32,114,112,27,113,0
94,88,108,79,44,129,64,26,14,6,0
56,105,14,135,34,72,68,35,1,28,0
75,96,61,31,18,7,119,1,21,26,0
119,17,1,29,75,6,49,64,26,104,0
52,14,123,97,30,84,2,6,40,25,0
84,26,63,86,120,28,32,51,27,18,1
104,75,86,21,1,84,46,55,5,93,1
81,7,101,1,35,60,44,75,26,46,0
53,7,114,30,67,9,137,97,123,44,1
137,72,88,106,9,129,44,110,14,71,0
12,26,42,22,62,71,76,84,35,2,0
1,85,106,67,31,114,102,94,5,80,0
88,41,111,49,74,67,50,11,27,23,0
104,22,74,35,68,15,6,23,3,1,0
26,92,42,85,35,45,49,31,105,94,0
53,75,41,35,29,73,2,101,67,76,1
50,72,2,32,36,75,129,22,6,85,1
123,31,63,1,76,113,101,104,36,83,1
2,22,12,61,66,26,62,86,1,99,0
59,50,8,63,68,98,45,112,129,119,1
54,6,99,1,84,68,85,53,44,73,0
29,81,27,21,5,26,8,108,47,22,1
44,39,84,64,98,5,35,71,67,104,0
98,2,84,41,26,39,63,43,47,82,1
72,5,25,26,99,87,44,14,58,39,0
45,9,40,47,2,67,7,15,84,97,0
109,86,96,54,106,5,44,71,47,14,0
84,85,75,8,119,37,55,26,34,41,0
30,35,11,129,94,63,2,76,50,64,0
123,30,93,45,37,12,129,14,74,22,0
21,102,86,98,36,1,22,11,77,3,1
44,14,84,36,70,17,40,39,15,41,1
86,68,135,84,120,56,114,26,97,22,1
49,43,137,56,57,35,69,12,87,90,0
114,123,110,1,13,36,30,21,71,84,1
9,83,32,98,36,76,25,79,37,49,1
94,10,121,53,54,86,55,109,89,136,0
108,14,41,81,11,8,26,2,50,10,0
59,50,31,32,56,93,36,39,101,11,0
48,71,56,46,9,109,20,15,95,123,1
47,82,83,109,63,1,30,43,2,22,0
102,49,60,14,80,123,39,93,26,59,0
30,39,44,86,8,18,22,71,21,14,0
70,56,27,23,107,35,87,96,72,7,0
88,14,90,7,6,25,83,74,41,57,1
138,56,102,5,14,2,98,123,113,31,0
49,53,44,37,26,88,10,8,84,16,0
37,73,74,28,13,112,104,31,114,93,1
92,94,128,129,73,68,123,21,18,107,1
9,41,2,25,101,78,67,27,22,94,1
94,41,106,84,14,56,83,123,36,30,0
2,135,25,93,112,27,120,6,64,96,0
14,47,35,22,64,31,44,21,2,30,0
54,123,93,2,21,58,84,121,37,18,0
55,110,74,41,64,43,37,49,79,1,0
108,138,28,62,10,45,89,27,22,59,0
96,1,30,126,27,25,26,8,36,60,1
61,14,30,28,46,84,48,53,40,43,0
26,32,56,119,57,137,53,74,48,64,0
112,12,60,30,74,83,136,102,98,119,1
75,26,5,15,106,11,71,31,22,63,0
49,8,40,76,27,96,114,97,5,54,0
137,11,81,40,64,23,50,67,39,9,1
93,97,1,52,112,14,48,23,20,29,0
20,1,84,106,7,2,74,87,67,27,1
119,11,19,39,56,26,97,22,9,41,1
137,114,126,83,27,20,53,54,70,43,1
35,111,73,7,53,30,28,14,74,41,0
128,47,100,37,41,22,129,8,64,25,1
74,42,41,31,86,26,8,120,106,33,1
25,39,62,101,75,94,49,44,30,111,1
14,26,85,98,12,74,11,135,31,68,0
74,10,7,26,12,68,2,13,95,84,1
96,19,46,58,85,2,59,26,10,29,0
40,47,54,11,19,6,128,85,45,102,0
35,25,63,101,14,62,129,39,17,74,1
85,7,108,35,12,100,128,54,26,45,0
44,11,26,53,64,20,87,35,8,42,1
26,129,107,54,39,6,34,49,112,119,0
31,16,1,53,37,15,45,18,6,34,1
129,106,76,41,40,93,8,105,23,34,0
79,121,45,23,89,123,137,52,26,11,0
76,9,60,86,48,22,31,14,54,2,0
1,19,97,30,11,25,112,46,95,103,1
6,26,95,17,119,87,93,12,35,76,0
96,106,58,18,86,128,53,54,40,135,0
27,83,19,14,121,25,105,8,20,44,0
57,15,85,129,36,64,63,41,98,128,0
11,42,20,67,123,21,35,10,104,74,0
50,136,75,112,40,121,19,97,60,82,0
119,126,8,97,62,35,26,2,101,11,1
93,28,74,7,68,110,71,30,35,29,1
14,8,13,31,85,41,126,5,96,20,1
21,2,109,94,11,67,44,50,14,33,0
11,12,72,3,23,55,6,36,16,99,1
1,45,14,25,50,72,74,102,84,83,1
105,93,14,84,53,48,16,27,19,1,1
26,129,126,54,86,14,38,30,17,41,0
41,10,30,2,73,12,35,104,36,84,1
56,9,49,89,44,74,88,41,7,87,1
30,81,53,63,76,102,35,9,46,15,0
53,48,114,30,137,97,16,28,8,71,1
41,17,88,22,48,68,49,71,26,44,0
98,93,106,20,9,82,70,21,97,72,0
60,86,27,18,46,10,105,14,30,36,0
56,17,98,5,95,27,2,15,1,62,0
74,83,80,98,27,37,45,2,11,105,0
85,69,15,73,30,74,97,93,21,14,1
50,7,1,74,28,98,105,27,12,84,0
104,97,2,74,44,137,129,93,85,113,1
62,53,16,14,94,83,47,44,35,26,0
129,8,59,37,50,12,106,30,28,26,1
59,101,28,76,77,93,102,44,29,9,1
28,75,37,72,126,138,45,8,68,35,1
48,104,98,119,50,26,84,47,12,22,0
42,20,49,31,2,5,35,21,8,64,1
62,2,93,33,35,11,84,70,101,36,1
59,36,63,56,123,113,26,41,107,97,0
110,104,48,120,101,10,36,52,75,50,0
69,8,13,30,103,62,28,121,43,12,1
21,14,8,36,50,42,26,44,3,22,0
71,26,104,8,9,25,5,96,30,41,0
123,30,76,102,94,96,31,86,8,39,0
56,88,5,6,110,49,82,26,59,83,1
25,16,23,80,7,46,18,32,29,9,1
109,135,1,21,27,84,48,35,51,50,1
128,96,41,16,86,94,55,104,71,42,1
48,119,22,34,107,32,42,20,45,31,1
14,86,12,71,76,42,20,96,4,26,0
7,22,48,37,72,105,89,40,26,15,0
88,16,126,6,25,35,62,119,84,27,0
2,30,63,42,95,67,86,7,23,137,0
65,67,13,97,27,50,30,73,56,84,1
52,23,59,26,114,85,76,28,75,120,0
27,13,105,129,93,1,11,15,87,84,0
19,27,135,35,44,71,88,34,56,26,0
19,45,50,112,70,121,49,74,135,41,0
32,25,97,48,71,23,30,18,21,16,1
42,108,49,104,57,68,87,81,25,44,0
42,27,14,63,8,41,102,109,30,5,1
54,101,55,62,64,26,75,8,86,18,0
88,23,84,11,73,35,81,6,30,41,1
64,14,12,99,86,44,71,27,68,47,0
19,114,74,98,10,56,5,110,89,106,1
32,49,78,35,54,5,20,29,123,93,0
2,21,20,114,4,78,14,86,40,10,1
100,20,37,48,53,54,84,27,43,85,0
21,86,44,104,64,97,66,70,41,71,0
25,95,74,128,44,111,67,49,20,76,1
18,27,86,10,96,30,35,2,67,101,1
6,27,44,98,14,30,35,2,74,95,1
56,82,22,37,23,29,6,84,25,47,1
72,47,30,81,92,16,84,5,44,14,1
16,87,71,94,44,26,58,8,14,36,0
54,25,16,53,107,37,75,44,28,23,0
88,47,13,20,41,76,95,129,128,100,0
42,41,72,30,43,22,6,78,109,20,0
1,26,12,7,36,84,73,18,21,8,0
71,17,93,15,30,87,129,26,8,112,0
104,137,86,8,74,30,42,123,22,16,0
104,2,27,21,72,13,60,105,54,87,1
26,28,74,62,41,49,44,30,17,107,0
123,32,106,54,7,84,80,35,28,57,0
73,62,13,137,105,28,47,68,22,14,1
25,32,57,37,44,123,51,26,21,6,1
21,2,8,50,30,99,33,35,55,112,0
2,11,26,106,53,14,13,114,5,23,1
88,44,112,57,98,56,85,40,36,106,1
7,28,113,20,44,14,26,18,53,75,1
